code,name,status,codeforiati:organisation-type-code,codeforiati:hq-country-or-region,codeforiati:organisation-type,codeforiati:registry-identifier
CO-RUE-830053223,,active,22,Colombia,National NGO,limpal-colombia
GB-GOV-11,,active,10,United Kingdom,Government,cbu_hmrc
MY-SSM-256530H,,active,23,Malaysia,Regional NGO,my-ssm
RW-RGB-020-17,,active,22,Rwanda,National NGO,profemmes
CO-RUES-800121811,,active,22,Colombia,National NGO,codacop
DK-CVR-42047007,,active,80,Denmark,"Academic, Training and Research",icars
SS-RRC-140,,active,21,South Sudan,International NGO,avsi-ssd
DK-CVR-25825012,,active,21,Denmark,International NGO,sosdk
US-EIN-81-2108637,,active,21,United States,International NGO,dalbergcatalyst
BJ-IFU-6201810257535,,active,22,Benin,National NGO,abms
BF-MATD-N00000408001,,active,22,Burkina Faso,National NGO,sosjd6
US-EIN-061805406,,active,21,United States,International NGO,hc2022
CH-FDJP-CHE10092705,,active,21,Switzerland,International NGO,wilpf_22
ID-DJP-030079198015000,,active,22,Indonesia,National NGO,pattiro
NL-KVK-41226182,,active,22,Netherlands,National NGO,hfhnl
US-GOV-11,,active,10,United States,Government,state
US-GOV-32,,active,10,United States,Government,epa
US-GOV-16,,active,10,United States,Government,doc
US-GOV-12,,active,10,United States,Government,ustda
US-GOV-2,,active,10,United States,Government,usda
US-GOV-10,,active,10,United States,Government,peace
US-GOV-21,,active,10,United States,Government,iaf
US-GOV-26,,active,10,United States,Government,dot
US-GOV-14,,active,10,United States,Government,hhs
US-GOV-15,,active,10,United States,Government,doj
IN-MCA-U74999MH2015PTC264094,,active,70,India,Private Sector,ddsolar
US-GOV-9,,active,10,United States,Government,doi
US-GOV-7,,active,10,United States,Government,dod
US-GOV-20,,active,10,United States,Government,doe
US-GOV-19,,active,10,United States,Government,dhs
XM-OCHA-HP3664,,active,22,Jordan,National NGO,jrf_2022
US-EIN-83-2847769,,active,70,United States,Private Sector,60db
ci-moi-474-mis-dgat-dag-sdva,,active,22,Côte D'Ivoire,National NGO,csci_benkadi
SS-RRC-652,,active,22,South Sudan,National NGO,siha-southsudan
ID-KHH-01060014412,,active,22,Indonesia,National NGO,tifa_foundation
061660068,,active,21,United States,International NGO,ipa_
TZ-NNCB-00NGO-R2-00056,,active,22,"Tanzania, United Republic of",National NGO,wajibu
NP-SWC-19781,,active,22,Nepal,National NGO,infnepal
NL-KVK-40539494,,active,21,Netherlands,International NGO,mdmnl
US-EIN-84-3344516,,active,21,United States,International NGO,aceliafrica
NL-KVK-76050475,,active,21,Netherlands,International NGO,gca
GB-CHC-1187721,,active,21,United Kingdom,International NGO,uws
ID-KHH-0018020.AH.01.07,,active,22,Indonesia,National NGO,hrwg_indonesia
CO-CCB-0008863,,active,22,Colombia,National NGO,opepa
CH-FDJP-110.162.567,,active,60,Switzerland,Foundation,finddiagnostics
GB-COH-02742969,,active,80,United Kingdom,"Academic, Training and Research",grl
PS-MOI-QR177HR,,active,22,"Palestine, State of",National NGO,miftah
KH-INGO-20201231,,active,21,Cambodia,International NGO,aac
GH-DSW-4004,,active,23,Ghana,Regional NGO,mfwa
IL-RA-580675486,,active,22,Israel,National NGO,t2p
JO-COA-0301-57112,,active,40,Jordan,Multilateral,inwrdam
KH-INGO,,withdrawn,21,Cambodia,International NGO,aac
CO-RUE-8600286699,,active,70,Colombia,Private Sector,fedesarrollo
NL-KVK-24428291,,active,70,Netherlands,Private Sector,aw
NL-KVK-58076573,,active,70,Netherlands,Private Sector,auxfinintl
GB-UKPRN-10007783,,active,80,United Kingdom,"Academic, Training and Research",uoa
US-EIN-23-6393344,,active,21,United States,International NGO,worldrelief
GH-RGD-CG056382017,,active,23,Ghana,Regional NGO,globalshea
CO-CCB-01952534,,active,70,Colombia,Private Sector,grupoe3
CO-RUE-901337512,,active,22,Colombia,National NGO,iclei
GB-SC-SC015263,,active,80,United Kingdom,"Academic, Training and Research",strathclyde
CH-FDJP-CHE-109-991-002,,active,60,Switzerland,Foundation,basel_institute
BJ-IFU-6202112757059,,active,22,Benin,National NGO,igd_benin
LB-MOI-37-AD,,active,22,Lebanon,National NGO,rabi3
BJ-IFU-6201001214905,,active,22,Benin,National NGO,abpf
GB-COH-RC000653,,active,80,United Kingdom,"Academic, Training and Research",uoex
AE-DMCC-23550,,active,70,United Arab Emirates,Private Sector,arkgroupdmcc1
US-EIN-52-1497470,,active,21,United States,International NGO,c_i_f
GB-CHC-1112404,,active,21,United Kingdom,International NGO,rtp_uk
GB-COH-01250443,,active,70,United Kingdom,Private Sector,niras_uk
MZ-NUIT-700061787,,active,30,Mozambique,Public Private Partnership,grp
GB-COH-RC000659,,active,80,United Kingdom,"Academic, Training and Research",leics
ET-MFA-150317,,active,23,Ethiopia,Regional NGO,et-adf-0317
GB-CHC-1162997,,active,21,United Kingdom,International NGO,pci
NL-KVK-41199142,,active,60,Netherlands,Foundation,rabofoundation
BI-NIF-4000039331,,active,22,Burundi,National NGO,twz1
KE-NCB-10488,,active,22,Kenya,National NGO,sp
NG-CAC-RC-1368639,,active,70,Nigeria,Private Sector,infracredit
GB-CHC-1050821,,active,22,United Kingdom,National NGO,tzuchiuk
LB-MOI-17312,,active,22,Lebanon,National NGO,female
NL-KVK-60351489,,active,70,Netherlands,Private Sector,frontclear_ftap
GB-COH-10781862,,active,70,United Kingdom,Private Sector,svrg
US-EIN-47-4606264,,active,70,United States,Private Sector,hala_systems
LB-MOI-2402520,,active,23,Lebanon,Regional NGO,smex
DE-CR-RA000355-HRB726528,,active,80,Germany,"Academic, Training and Research",fosaa
UG-RSB-80020000583761,,active,70,Uganda,Private Sector,ep
DK-CVR-78920610,,active,21,Denmark,International NGO,fowdk
CH-FDJP-CHE455926653,,active,21,Switzerland,International NGO,ilgaworld
DE-CR-RA000299-HRB20002,,active,70,Germany,Private Sector,sce-gmbh
PE-SUNARP-03024345,,active,80,Peru,"Academic, Training and Research",investigacion_cayetano
GB-COH-05712574,,active,70,United Kingdom,Private Sector,pul
US-EIN-45-4535664,,active,21,United States,International NGO,harvard_global
KE-NCB-218051200201502367,,active,22,Kenya,National NGO,lvct
KE-KRA-P052188980R,,active,70,(No country assigned),Private Sector,bfa_global
KE-RCO-CF2015185025,,active,60,Kenya,Foundation,ga
CH-FDJP-CHE326267730,,active,21,Switzerland,International NGO,trial
AF-MOE-118,,active,21,Afghanistan,International NGO,sca_afghanistan
US-EIN-52-1527835,,active,21,United States,International NGO,ifes
KE-KRA-P052007235U,,active,70,Kenya,Private Sector,imfact2022
US-EIN-262048480,,active,21,United States,International NGO,ia
PH-SEC-CN201214699,,active,23,(No country assigned),Regional NGO,crcasia
NA-NAMRA-04413362,,active,23,Namibia,Regional NGO,arasaregional
SO-COA-107-0081-2023,,active,22,Somalia,National NGO,iffoundation12
US-EIN-26-0126537,,active,21,United States,International NGO,gi
KE-KRA-P051698850Z,,active,70,Kenya,Private Sector,ddfkenya
GB-COH-07177839,,active,70,United Kingdom,Private Sector,bboxx
SN-NINEA-50255162X2,,active,70,Senegal,Private Sector,sn-ninea-50255162x2
ID-DJP-032441156063000,,active,70,Indonesia,Private Sector,ptarupidn
BR-CNPJ-30619995-0001-34,,active,80,Brazil,"Academic, Training and Research",cit_brazil
NG-CAC-RC-929657,,active,70,Nigeria,Private Sector,fmdqgroupplc_2013
GB-CHC-1146162,,active,21,United Kingdom,International NGO,rstmh
XM-DAC-46008,,active,40,Venezuela (Bolivarian Republic of),Multilateral,caf
BD-ROC-S-5933,,active,80,Bangladesh,"Academic, Training and Research",chpd_ulab
NL-KVK-51837609,,active,70,Netherlands,Private Sector,upinion
NP-IRD-201252183,,active,80,Nepal,"Academic, Training and Research",bpkihs_dharan
BO-NIT-351775028,,active,23,Bolivia,Regional NGO,conexionla
NG-CAC-1075488,,active,70,Nigeria,Private Sector,nvd_12
KE-KRA-P051883897F,,active,70,Kenya,Private Sector,adili_sh
GB-CHC-1030884,,active,21,United Kingdom,International NGO,gb-chc-1030884
KE-KRA-P052141361L,,active,22,Kenya,National NGO,cap-a
GB-GOR-PB508,,active,80,United Kingdom,"Academic, Training and Research",rbg_kew
XI-DUNS-645826186,,active,80,Pakistan,"Academic, Training and Research",stmu01
IN-MCA-U74900TN2013PTC093426,,active,70,India,Private Sector,bepl
GH-RGD-CG034642016,,active,22,Ghana,National NGO,ukgcc
BE-BCE_KB0-0421408778,,active,22,Belgium,National NGO,ipis
XI-IATI-KHF_IFH,,active,22,Jordan,National NGO,khf_ifh
PS-TIN-888005972,,active,15,"Palestine, State of",Other Public Sector,wsrc1
NL-KVK-57504091,,active,60,Netherlands,Foundation,stichting_cd
BR-CNPJ-62579164-0001-72,,active,80,Brazil,"Academic, Training and Research",_cebrap
NL-KVK-34123218,,active,80,Netherlands,"Academic, Training and Research",rabk
ZA-CIP-2011-003386-08,,active,80,South Africa,"Academic, Training and Research",cisl
GB-GOV-25,,active,10,United Kingdom,Government,desnz
GB-COH-OC422288,,active,70,United Kingdom,Private Sector,thc
YE-CR-17952,,active,70,Yemen,Private Sector,dr
UA-EDR-36159679,,active,22,Ukraine,National NGO,dixigroup
NL-KVK-41150792,,active,21,Netherlands,International NGO,jp-nl
UG-NGO-INDR45161196NB,,active,22,Uganda,National NGO,actade
GB-GOV-26,,active,10,United Kingdom,Government,dsit
PS-MOI-QR-0049-F,,active,21,"Palestine, State of",International NGO,welfare_taawon
MG-NIF-4003264720,,active,22,Madagascar,National NGO,pjl
GB-COH-02412299,,active,21,United Kingdom,International NGO,stonewa11
HK-CR-2436455,,active,70,Hong Kong,Private Sector,agsollimited
BD-ROC-C-150855,,active,70,Bangladesh,Private Sector,yy_ventures
BD-NAB-0841,,active,22,Bangladesh,National NGO,cnrs
GB-COH-12482833,,active,21,United Kingdom,International NGO,amplifychange
SZ-CIT-201710132021804,,active,22,eSwatini,National NGO,wu
BD-NAB-0004,,active,21,Bangladesh,International NGO,carebd
NG-CAC-69519,,active,22,Nigeria,National NGO,cjid_ng
BD-NAB-0577,,active,22,Bangladesh,National NGO,dsk
BD-NAB-1748,,active,22,Bangladesh,National NGO,fb_2023
NL-KVK-91420784,,active,21,Netherlands,International NGO,wcaf
YE-MSAL-32-M-2008,,active,22,Yemen,National NGO,semc-yemen
IN-MCA-U74900TG2007NPL055085,,active,80,India,"Academic, Training and Research",tgi_india
IN-MHA-083780010,,active,22,India,National NGO,sparc_iati
NL-KVK-81042582,,active,22,Netherlands,National NGO,thenab
GB-COH-4625800,,active,21,United Kingdom,International NGO,iseal
GB-CHC-1174610,,active,15,United Kingdom,Other Public Sector,thinkequal
KE-NCB-218051200301082704,,active,22,Kenya,National NGO,imlu
PS-TIN-562780742,,active,70,"Palestine, State of",Private Sector,tap
UG-RSB-80010000758365,,active,70,Uganda,Private Sector,in
XM-OCHA-HPC8773,,active,40,(No country assigned),Multilateral,ecw
US-EIN-46-3995547,,active,21,United States,International NGO,ibp
ID-KHH-AHU-0000401.AH.01.07,,active,22,Indonesia,National NGO,safenet
NG-CAC-6896199,,active,22,Nigeria,National NGO,obodo_ng
GH-RGD-ET000570722,,active,21,Ghana,International NGO,idh-ghana
US-EIN-042241718,,active,21,United States,International NGO,edc
GB-COH-08100658,,active,70,United Kingdom,Private Sector,via
GB-COH-02525806,,active,70,United Kingdom,Private Sector,acs_group
UG-RSB-125289,,active,70,Uganda,Private Sector,pcp-ug_125289
US-EIN-47-2326975,,active,21,(No country assigned),International NGO,cadasta
CH-FDJP-CHE-390.672.238,,active,21,Switzerland,International NGO,nf2022
RW-RRA-121040504,,active,70,Rwanda,Private Sector,acv
ID-DJP-016993966411000,,active,80,Indonesia,"Academic, Training and Research",ppim
GB-CHC-1174115,,active,22,United Kingdom,National NGO,ceobs
KE-RCO-PVT-2016-025726,,active,70,Kenya,Private Sector,apolloagriculture
JO-CCD-181612,,active,70,Jordan,Private Sector,mset
MU-CR-C191439,,active,70,Mauritius,Private Sector,blue
KE-RCO-BN-J9S5BMEB,,active,70,Kenya,Private Sector,ecovega
AU-ABN-94642321640,,active,23,Australia,Regional NGO,cra
SE-ON-802401-6134,,active,21,Sweden,International NGO,ktk_ho
GB-CHC-1191805,,active,22,United Kingdom,National NGO,sidcn
GB-COH-14411359,,active,70,United Kingdom,Private Sector,chemonics_uk
NL-KVK-27364265,,active,80,(No country assigned),"Academic, Training and Research",nl_tud
CH-FDJP-6602621019-7,,active,21,Switzerland,International NGO,ffh
CO-RUE-90020089,,active,23,Colombia,Regional NGO,feadin
BF-MATD-1131,,active,22,Burkina Faso,National NGO,240001090
EG-CR-42812,,active,70,Egypt,Private Sector,outreach_egypt
GB-COH-04481639,,active,70,United Kingdom,Private Sector,alinea_uk
BF-MATD-118884808RR0001,,active,22,Burkina Faso,National NGO,bfrri
GB-UKPRN-10007789,,active,80,United Kingdom,"Academic, Training and Research",uea_uk
GB-UKPRN-10000824,,active,80,United Kingdom,"Academic, Training and Research",bournemouth_university
BD-NAB-557,,active,21,Bangladesh,International NGO,thpdb
UG-NGO-INDR21712234NB,,active,22,Uganda,National NGO,ngoforum_01
ET-ERCA-0056106666,,withdrawn,23,Ethiopia,Regional NGO,et-adf-0317
GB-1-201879-115,"Wheeler Institute for Business and Development, Escuela de Negocios de Londres",withdrawn,80,United Kingdom,"Academic, Training and Research",wheeler
